date,ticker,name,close,currency,priceType,source,ma20,ma60,ma200,rise60,volume,avgVolume20,volumeRatio,adx,kline,trend,volumeOk,priceVol,marketOk,score,strictOk,status,reason,pattern,neckline,support,target,stage,entryBreakout,entryPullback,chaseRangeLow,chaseRangeHigh,stopLoss,riskPct,winRate,distanceFromNecklinePct,distanceFromPrevHighPct,forbiddenChase,planStatus,confirmConditions
2026-06-01,HPE,HPE,47.0,USD,收盤價,Yahoo Finance via yfinance,34.25,27.87,24.5,122.43,90528135,24425871,3.71,52.58,紅K突破,True,True,True,True,4,False,接近成形＋可觀察進場,均線多頭排列、量能放大、價量趨勢成立、大盤不弱,旗型整理突破,47.97,32.54,75.34,接近成形＋可觀察,48.93,47.97,48.93,50.4,46.53,1.0,中,-2.02,2.02,False,預備單，等待確認條件,收盤站上頸線 47.97 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,ARM,ARM,408.85,USD,收盤價,Yahoo Finance via yfinance,258.83,190.19,152.18,257.45,20449499,13004954,1.57,41.91,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,421.69,245.88,732.12,接近成形＋可觀察,430.12,421.69,430.12,443.03,409.04,-0.05,中,-3.04,3.04,False,預備單，等待確認條件,收盤站上頸線 421.69 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,DELL,DELL,465.96,USD,收盤價,Yahoo Finance via yfinance,272.79,210.05,155.89,218.1,19069219,10452760,1.82,55.53,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,469.47,259.15,801.44,接近成形＋可觀察,478.86,469.47,478.86,493.23,455.39,2.27,中,-0.75,0.75,False,預備單，等待確認條件,收盤站上頸線 469.47 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,MU,MU,1035.5,USD,收盤價,Yahoo Finance via yfinance,776.13,544.86,343.29,179.64,45208892,56106544,0.81,36.92,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,1046.97,737.32,1782.45,接近成形＋可觀察,1067.91,1046.97,1067.91,1099.95,1015.56,1.93,中,-1.1,1.1,False,預備單，等待確認條件,收盤站上頸線 1046.97 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,AMD,AMD,510.13,USD,收盤價,Yahoo Finance via yfinance,447.58,311.74,239.21,165.1,33164674,39731223,0.83,36.75,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,527.2,425.21,865.38,接近成形＋可觀察,537.74,527.2,537.74,553.88,511.38,-0.25,中,-3.24,3.24,False,預備單，等待確認條件,收盤站上頸線 527.2 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,STX,STX,921.26,USD,收盤價,Yahoo Finance via yfinance,807.6,587.13,371.54,161.13,3351343,4019647,0.83,35.28,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,940.79,767.22,1539.58,接近成形＋可觀察,959.61,940.79,959.61,988.39,912.57,0.94,中,-2.08,2.08,False,預備單，等待確認條件,收盤站上頸線 940.79 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,MRVL,MRVL,219.43,USD,收盤價,Yahoo Finance via yfinance,183.13,139.41,99.15,144.98,32648060,28723288,1.14,36.3,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,225.14,173.98,366.88,接近成形＋可觀察,229.64,225.14,229.64,236.53,218.39,0.48,中,-2.54,2.54,False,預備單，等待確認條件,收盤站上頸線 225.14 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,DDOG,DDOG,277.49,USD,收盤價,Yahoo Finance via yfinance,205.78,151.26,144.62,120.67,11100195,7383409,1.5,89.77,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,278.7,195.49,456.61,接近成形＋可觀察,284.28,278.7,284.28,292.81,270.34,2.58,中,-0.44,0.44,False,預備單，等待確認條件,收盤站上頸線 278.7 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,CRWD,CRWD,782.17,USD,收盤價,Yahoo Finance via yfinance,598.55,480.42,471.99,82.33,4513942,3380187,1.34,80.54,紅K突破,True,False,True,True,3,False,接近成形＋可觀察進場,均線多頭排列、價量趨勢成立、大盤不弱,旗型整理突破,785.66,568.62,1209.51,接近成形＋可觀察,801.37,785.66,801.37,825.41,762.09,2.57,中,-0.44,0.44,False,預備單，等待確認條件,收盤站上頸線 785.66 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,ORCL,ORCL,248.15,USD,收盤價,Yahoo Finance via yfinance,195.45,169.97,207.04,62.23,47399653,22238787,2.13,29.63,紅K突破,False,True,True,True,3,False,接近成形＋可觀察進場,量能放大、價量趨勢成立、大盤不弱,旗型整理突破,250.25,185.67,365.93,接近成形＋可觀察,255.25,250.25,255.25,262.91,242.74,2.18,中,-0.84,0.84,False,預備單，等待確認條件,收盤站上頸線 250.25 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,MDB,MDB,403.88,USD,收盤價,Yahoo Finance via yfinance,310.78,273.95,325.46,49.33,6677962,2949893,2.26,37.07,紅K突破,False,True,True,True,3,False,接近成形＋可觀察進場,量能放大、價量趨勢成立、大盤不弱,旗型整理突破,409.0,295.24,602.32,接近成形＋可觀察,417.18,409.0,417.18,429.7,396.73,1.77,中,-1.25,1.25,False,預備單，等待確認條件,收盤站上頸線 409.0 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,INTC,INTC,109.33,USD,收盤價,Yahoo Finance via yfinance,115.65,77.36,49.6,151.8,132924736,140771006,0.94,37.22,下影線,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,接近成形,132.75,109.87,224.87,接近成形＋可觀察,135.41,132.75,135.41,139.47,128.77,-17.78,低,-17.64,17.64,True,距離頸線或前高過遠，禁止追高,收盤站上頸線 132.75 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,WDC,WDC,546.2,USD,收盤價,Yahoo Finance via yfinance,490.66,382.27,232.86,122.71,5922278,7169468,0.83,22.99,一般K,True,False,False,True,2,False,只觀察,均線多頭排列、大盤不弱,旗型整理突破,564.14,466.13,890.28,接近成形＋可觀察,575.42,564.14,575.42,592.69,547.22,-0.19,中,-3.18,3.18,False,預備單，等待確認條件,收盤站上頸線 564.14 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,IONQ,IONQ,69.28,USD,收盤價,Yahoo Finance via yfinance,56.7,42.71,47.98,93.9,28100423,35917846,0.78,46.31,下影線,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,旗型整理突破,72.42,53.86,118.94,接近成形＋可觀察,73.86,72.42,73.86,76.08,70.24,-1.39,中,-4.33,4.33,False,預備單，等待確認條件,收盤站上頸線 72.42 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,PANW,PANW,300.48,USD,收盤價,Yahoo Finance via yfinance,234.39,189.55,190.03,82.05,13405338,8886131,1.51,76.44,紅K突破,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,旗型整理突破,302.95,222.67,462.4,接近成形＋可觀察,309.01,302.95,309.01,318.28,293.86,2.2,中,-0.82,0.82,False,預備單，等待確認條件,收盤站上頸線 302.95 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,QCOM,QCOM,228.99,USD,收盤價,Yahoo Finance via yfinance,214.53,161.8,162.82,68.76,21058929,29153986,0.72,32.98,一般K,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,旗型整理突破,259.92,203.8,397.85,接近成形＋可觀察,265.12,259.92,265.12,273.07,252.12,-10.1,低,-11.9,11.9,True,距離頸線或前高過遠，禁止追高,收盤站上頸線 259.92 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,LRCX,LRCX,317.12,USD,收盤價,Yahoo Finance via yfinance,296.13,257.32,193.92,59.09,7963299,9165694,0.87,21.89,紅K突破,True,False,False,True,2,False,只觀察,均線多頭排列、大盤不弱,旗型整理突破,333.33,281.33,472.58,接近成形＋可觀察,340.0,333.33,340.0,350.2,323.33,-1.96,中,-4.86,4.86,False,預備單，等待確認條件,收盤站上頸線 333.33 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,SNOW,SNOW,280.16,USD,收盤價,Yahoo Finance via yfinance,173.11,161.26,203.45,55.23,20048988,10987379,1.82,42.48,紅K突破,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,旗型整理突破,284.99,164.45,451.68,接近成形＋可觀察,290.69,284.99,290.69,299.41,276.44,1.33,中,-1.69,1.69,False,預備單，等待確認條件,收盤站上頸線 284.99 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
2026-06-01,TXN,TXN,293.2,USD,收盤價,Yahoo Finance via yfinance,300.36,243.91,203.8,51.74,9526725,7816901,1.22,50.05,一般K,False,False,True,True,2,False,只觀察,價量趨勢成立、大盤不弱,接近成形,331.51,285.34,478.12,接近成形＋可觀察,338.14,331.51,338.14,348.28,321.56,-9.67,低,-11.56,11.56,True,距離頸線或前高過遠，禁止追高,收盤站上頸線 331.51 至少2%；成交量>=20日均量2倍；不可長上影；隔日不跌破頸線；距離頸線>5%禁止進場
